PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2019-11-22
Release Date, 2019-11-23
Source file, P566.cwu.nam14.pos
Offset from source file, 62.17 mm North, -73.30 mm East, -82.02 mm Vertical
Reference position, 36.3244546817 North Latitude, -119.2292876213 East Longitude, 78.14754 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2009-11-29,38.80, -45.98, -49.45, 2.01, 1.66, 7.47, repro,
2009-11-30,37.80, -44.42, -45.02, 1.97, 1.62, 7.32, repro,
2009-12-01,37.69, -44.46, -44.96, 1.97, 1.61, 7.3, repro,
2009-12-02,37.80, -44.16, -45.29, 1.96, 1.6, 7.26, repro,
2009-12-03,37.55, -44.25, -46.41, 2.01, 1.66, 7.44, repro,
2009-12-04,38.20, -44.55, -45.25, 1.98, 1.61, 7.31, repro,
2009-12-05,38.57, -43.89, -40.29, 1.96, 1.61, 7.3, repro,
2009-12-06,38.28, -43.63, -36.11, 1.98, 1.62, 7.4, repro,
2009-12-07,37.97, -44.45, -35.93, 1.98, 1.62, 7.4, repro,
2009-12-08,38.39, -44.84, -42.66, 2.01, 1.64, 7.53, repro,
2009-12-09,38.76, -45.07, -40.92, 1.99, 1.65, 7.47, repro,
2009-12-10,38.63, -44.30, -46.05, 1.98, 1.61, 7.38, repro,
2009-12-11,39.19, -44.76, -45.30, 2.02, 1.67, 7.55, repro,
2009-12-12,38.19, -43.78, -40.00, 2.02, 1.68, 7.6, repro,
2009-12-13,39.14, -44.39, -45.19, 1.98, 1.63, 7.42, repro,
2009-12-14,39.01, -44.40, -47.98, 1.98, 1.61, 7.38, repro,
2009-12-15,38.71, -44.43, -50.13, 1.98, 1.61, 7.36, repro,
2009-12-16,38.67, -43.94, -54.39, 1.98, 1.6, 7.32, repro,
2009-12-17,39.31, -44.76, -49.85, 1.99, 1.61, 7.34, repro,
2009-12-18,38.46, -45.52, -53.84, 1.97, 1.61, 7.34, repro,
2009-12-19,38.76, -44.15, -50.08, 1.98, 1.64, 7.47, repro,
2009-12-20,38.35, -44.33, -53.17, 1.98, 1.64, 7.42, repro,
2009-12-21,37.71, -44.79, -44.51, 2.01, 1.65, 7.51, repro,
2009-12-22,36.20, -43.90, -44.66, 2.02, 1.66, 7.56, repro,
2009-12-23,38.56, -45.16, -46.83, 1.98, 1.64, 7.45, repro,
2009-12-24,38.19, -44.50, -49.00, 1.96, 1.61, 7.38, repro,
2009-12-25,38.34, -44.41, -49.43, 1.94, 1.6, 7.31, repro,
2009-12-26,38.86, -44.96, -48.04, 1.96, 1.61, 7.33, repro,
2009-12-27,39.50, -44.70, -51.38, 1.96, 1.61, 7.33, repro,
2009-12-28,40.36, -44.42, -48.46, 1.97, 1.61, 7.34, repro,
2009-12-29,38.15, -44.80, -45.29, 1.97, 1.62, 7.4, repro,
2009-12-30,39.94, -44.40, -42.73, 1.96, 1.61, 7.39, repro,
2009-12-31,38.92, -44.95, -51.96, 1.96, 1.61, 7.33, repro,
2010-01-01,39.16, -44.17, -50.97, 1.96, 1.61, 7.36, repro,
2010-01-02,39.85, -44.43, -50.02, 1.97, 1.6, 7.33, repro,
2010-01-03,39.28, -45.15, -47.84, 1.96, 1.61, 7.38, repro,
2010-01-04,39.53, -44.16, -51.48, 1.96, 1.6, 7.38, repro,
2010-01-05,39.67, -43.85, -52.78, 1.95, 1.6, 7.36, repro,
2010-01-06,38.83, -45.23, -50.49, 1.96, 1.6, 7.36, repro,
2010-01-07,40.17, -45.36, -48.07, 1.97, 1.61, 7.38, repro,
2010-01-08,40.59, -45.02, -51.86, 1.98, 1.61, 7.45, repro,
2010-01-09,39.22, -44.96, -51.12, 1.95, 1.6, 7.32, repro,
2010-01-10,39.43, -44.75, -50.49, 1.96, 1.6, 7.3, repro,
2010-01-11,38.84, -44.73, -49.21, 1.96, 1.6, 7.33, repro,
2010-01-12,40.74, -44.76, -48.21, 1.96, 1.6, 7.31, repro,
2010-01-13,40.63, -44.55, -52.44, 2.02, 1.64, 7.48, repro,
2010-01-14,40.25, -46.40, -57.91, 2.03, 1.68, 7.68, repro,
2010-01-15,39.57, -46.15, -49.52, 2.05, 1.69, 7.7, repro,
2010-01-16,38.70, -44.75, -45.24, 1.95, 1.59, 7.3, repro,
2010-01-17,38.50, -45.44, -44.70, 1.94, 1.58, 7.25, repro,
2010-01-18,41.54, -47.71, -36.98, 2.02, 1.68, 7.62, repro,
2010-01-19,39.42, -46.24, -37.54, 2.02, 1.62, 7.45, repro,
2010-01-20,40.67, -45.86, -38.45, 2.04, 1.65, 7.55, repro,
2010-01-21,40.01, -45.70, -36.45, 2, 1.64, 7.48, repro,
2010-01-22,39.41, -46.77, -37.84, 1.96, 1.61, 7.34, repro,
2010-01-23,39.28, -46.60, -44.83, 1.96, 1.59, 7.26, repro,
2010-01-24,40.44, -45.64, -50.91, 1.99, 1.61, 7.4, repro,
2010-01-25,39.08, -45.76, -50.54, 1.96, 1.6, 7.3, repro,
2010-01-26,40.29, -46.64, -46.98, 2.04, 1.65, 7.48, repro,
2010-01-27,39.39, -46.34, -50.30, 2.03, 1.64, 7.47, repro,
2010-01-28,40.06, -46.82, -53.31, 1.97, 1.61, 7.35, repro,
2010-01-29,40.84, -45.57, -54.75, 1.96, 1.6, 7.28, repro,
2010-01-30,39.56, -45.70, -48.05, 1.97, 1.59, 7.28, repro,
2010-01-31,40.32, -46.18, -51.55, 1.97, 1.59, 7.28, repro,
2010-02-01,39.27, -45.70, -44.76, 1.97, 1.61, 7.35, repro,
2010-02-02,40.82, -46.48, -46.63, 2.04, 1.61, 7.59, repro,
2010-02-03,40.20, -46.91, -44.10, 1.99, 1.62, 7.45, repro,
2010-02-04,40.28, -47.03, -41.57, 2.05, 1.72, 7.82, repro,
2010-02-05,40.41, -46.36, -43.68, 1.99, 1.66, 7.52, repro,
2010-02-06,40.21, -46.44, -43.98, 2.02, 1.68, 7.66, repro,
2010-02-07,41.23, -47.63, -47.47, 2.05, 1.63, 7.67, repro,
2010-02-08,40.25, -47.57, -47.37, 2.06, 1.64, 7.68, repro,
2010-02-09,41.19, -45.79, -43.29, 2.04, 1.63, 7.58, repro,
2010-02-10,41.28, -46.16, -48.08, 2.08, 1.71, 7.83, repro,
2010-02-11,41.63, -46.32, -51.73, 2.01, 1.67, 7.62, repro,
2010-02-12,40.86, -46.04, -49.80, 1.98, 1.63, 7.52, repro,
2010-02-13,41.17, -45.92, -49.21, 1.96, 1.59, 7.33, repro,
2010-02-14,40.64, -46.73, -48.78, 2, 1.62, 7.49, repro,
2010-02-15,40.32, -46.27, -49.20, 1.99, 1.61, 7.43, repro,
2010-02-16,41.25, -46.01, -48.11, 2.05, 1.61, 7.54, repro,
2010-02-17,40.35, -47.57, -55.25, 2.11, 1.68, 7.85, repro,
2010-02-18,40.86, -46.52, -51.99, 2.1, 1.68, 7.85, repro,
2010-02-19,40.11, -47.24, -53.61, 2.13, 1.7, 7.96, repro,
2010-02-20,41.34, -46.09, -45.97, 2.03, 1.62, 7.57, repro,
2010-02-21,41.04, -46.92, -45.88, 1.95, 1.58, 7.24, repro,
2010-02-22,40.82, -46.78, -54.12, 2.03, 1.64, 7.47, repro,
2010-02-23,41.66, -47.37, -59.38, 2.04, 1.64, 7.52, repro,
2010-02-24,42.59, -47.92, -55.57, 2.03, 1.62, 7.49, repro,
2010-02-25,40.78, -46.35, -53.57, 1.99, 1.59, 7.39, repro,
